/89-90  mcnamara,mark     lal  C 33  190   38   86   0   0  26   40  22   63    3   2  21   1  31   102
/89-90  meents,scott      sea  C 26  148   19   44   0   0  17   23   7   30    7   4   9   3  12    55
/89-90  miller,reggie     ind SG 82 3192  661 1287 150 362 544  627  95  295  311 110 222  18 175  2016
/89-90  mitchell,sam      min PF 80 2414  372  834   0   9 268  349 180  462   89  66  96  54 301  1012
/89-90  mokeski,paul      cle  C 38  449   63  150   0   1  25   36  27   99   17   8  26  10  76   151
/89-90  moore,johnny      san PG 53  516   47  126   8  34  16   27  16   52   82  32  39   3  55   118
/89-90  morris,chris      njn SF 80 2449  449 1065  61 193 228  316 194  422  143 130 185  79 219  1187
/89-90  morrison,mike     pho ?? 36  153   23   68   2   7  24   30   7   20   11   2  23   0  20    72
/89-90  morton,john       cle SF 37  402   48  161   7  30  43   62   7   32   67  18  51   4  30   146
/89-90  mullin,chris      gol SF 78 2830  682 1272  87 234 505  568 130  463  319 123 239  45 142  1956
/89-90  murphy,tod        min  C 82 2493  260  552  16  43 144  203 207  564  106  76  61  60 229   680
/89-90  myers,pete        =   PG 52  751   89  225   0   7  66  100  33   96  135  35  76  11 109   244
/89-90  nance,larry       cle PF 62 2065  412  807   1   1 186  239 162  516  161  54 110 122 185  1011
/89-90  natt,calvin       ind PF 14  164   20   31   0   0  17   22  10   35    9   1   5   0  14    57
/89-90  nealy,ed          chi PF 46  503   37   70   0   2  30   41  46  138   28  16  17   4  67   104
/89-90  nevitt,chuck      hou  C  3    9    2    2   0   0   0    0   0    3    1   0   0   1   3     4
/89-90  newman,johnny     nyk SF 80 2277  374  786  45 142 239  299  60  191  180  95 143  22 254  1032
/89-90  nimphius,kurt     phi  C 38  314   38   91   0   1  14   30  22   61    6   4  12  18  45    90
/89-90  nix,dyron         ind SG 20  109   14   39   0   0  11   16   8   26    5   3   7   1  15    39
/89-90  norman,ken        lac SF 70 2334  484  949   7  16 153  242 143  470  160  78 190  59 196  1128
/89-90  oakley,charles    nyk PF 61 2196  336  641   0   3 217  285 258  727  146  64 165  16 220   889
/89-90  olajuwon,akeem    hou  C 82 3124  806 1609   1   6 382  536 299 1149  234 174 316 376 314  1995
/89-90  oldham,juwan      =    C  6   45    3    6   0   0   3    7   4   16    1   2   4   3   9     9
/89-90  ortiz,jose        uta PF 13   64   19   42   1   2   3    5   8   15    7   2   5   1  15    42
/89-90  parish,robert     bos  C 79 2396  505  871   0   0 233  312 259  796  103  38 169  69 189  1243
/89-90  paspalj,zarko     san PF 28  181   27   79   0   1  18   22  15   30   10   3  21   7  37    72
/89-90  paxson,jim        bos PG 72 1283  191  422   5  20  73   90  24   77  137  33  54   5 115   460
/89-90  paxson,john       chi PG 82 2365  365  708  33  92  56   68  27  119  335  83  85   6 176   819
/89-90  payne,kenny       phi SF 35  216   47  108   4  10  16   18  11   26   10   7  20   6  37   114
/89-90  perdue,will       chi  C 77  884  111  268   0   5  72  104  88  214   46  19  65  26 150   294
/89-90  perkins,sam       dal PF 76 2668  435  883   6  28 330  424 209  572  175  88 148  64 225  1206
/89-90  perry,tim         pho  C 60  612  100  195   1   1  53   90  79  152   17  21  47  22  76   254
/89-90  person,chuck      ind SF 77 2714  605 1242  94 253 211  270 126  445  230  53 170  20 217  1515
/89-90  petersen,jim      gol  C 43  592   60  141   0   1  52   73  49  160   23  17  36  20 103   172
/89-90  petrovic,drazen   por SG 77  967  207  427  34  74 135  160  50  111  116  23  96   2 134   583
/89-90  pierce,ricky      mil SG 59 1709  503  987  46 133 307  366  64  167  133  50 129   7 158  1359
/89-90  pinckney,ed       bos PF 77 1082  135  249   0   1  92  119  93  225   68  34  56  42 126   362
/89-90  pippen,scottie    chi SF 82 3148  562 1150  28 112 199  295 150  547  444 211 278 101 298  1351
/89-90  polynice,olden    sea  C 79 1085  156  289   1   2  47   99 128  300   15  25  35  21 187   360
/89-90  porter,terry      por PG 80 2781  448  969  89 238 421  472  59  272  726 151 245   4 150  1406
/89-90  pressey,paul      mil SF 57 1400  239  506   6  43 144  190  59  172  244  71 109  23 149   628
/89-90  pressley,harold   sac SF 72 1603  240  566  46 148 110  141  94  309  149  58  88  36 148   636
/89-90  price,mark        cle PG 73 2706  489 1066 152 374 300  338  66  251  666 114 214   5  89  1430
/89-90  quinnett,brian    nyk SG 31  193   19   58   0   2   2    3   9   28   11   3   4   4  27    40
/89-90  rambis,kurt       =   PF 74 1904  190  373   0   3  82  127 156  525  135 100  85  37 208   462
/89-90  rasmussen,blair   den  C 81 1995  445  895   0   1 111  134 174  594   82  40  75 104 300  1001
/89-90  reid,j.r.         cha  C 82 2757  358  814   0   5 192  289 199  691  101  92 172  54 292   908
/89-90  reid,robert       =   SG 72 1202  175  447  10  32  54   86  34  151   90  38  45  16 153   414
/89-90  reynolds,jerry    orl SG 67 1817  309  741   1  14 239  322  91  323  180  93 139  64 162   858
/89-90  rice,glen         mia SF 77 2311  470 1071  17  69  91  124 100  352  138  67 113  27 198  1048
/89-90  richardson,pooh   min PG 82 2581  426  925  23  83  63  107  55  217  554 133 141  25 143   938
/89-90  richmond,mitch    gol SG 78 2799  640 1287  34  95 406  469  98  360  223  98 201  24 210  1720
/89-90  rivers,david      lac PG 52  724   80  197   0   5  59   78  30   85  155  31  88   0  53   219
